Vdr_Id	bare_rock	broadleaved_forest	coniferous_forest	glaciers	inland_water	inland_wetlands	mixed_forest	vegetation	altitude	Illies ecoreg	catch_area(m2)	LN	HCL	ref-P	mean temperature year	mean temperature coldest month	mean temperature warmest month	temperature sample month	precipitation sample month	precipitation year	slope	B_Fin_detritus	B_Fin_död_ved	B_Fin_sten_dom_typ	B_Fina_block_dom_typ	B_Finsediment_dom_typ	B_Flytbladsväxter_före_klass	B_Grov_detritus	B_Grov_död_ved	B_Grov_sten_dom_typ	B_Grova_block_dom_typ	B_Grus_dom_typ	B_Häll_dom_typ	B_Mossa_före_klass	B_Påväxtalger_före_klass	B_Rosettväxter_före_klass	B_Sand_dom_typ	B_Slingeväxter_före_klass	B_Övervattenväxter_före_klass	N_Barrskog	N_Blandskog	N_Hed	N_Häll_blockmark	N_Kalfjäll	N_Lövskog	N_Myr_våtmark	N_Äng	Alk_Acid	Abs_F
548	0	0,03253184	0,61989683	0	0,05450159	0,02109468	0,09706109	0	224	14	51937969,8	S	above HCL	13,79	7,37583333	-0,52	14,46	9,54	108,27	776,64	4,02375057	0	1	2	2	0	1	2	1	2	2	2	2	0	0	0	2	0	1	2	0	0	1	0	2	2	0	0,185	0,388
549	0,00104515	0,13703062	0,41194776	0	0,07804759	0,00844597	0,15533807	0	14	14	22127694,2	S	below HCL	23,7	7,12083333	-1,51	15,18	9,78	83,33	675,76	11,4005178	1	0	3	2	0	0	1	1	2	1	2	0	2	0	0	0	1	1	0	0	0	0	0	2	0	0	1,634	0,225
550	1,71571e-5	0,07382092	0,36031445	0	0,03733574	0,00808618	0,13042268	0	3	14	59098670,5	S	below HCL	26,65	7,0225	-1,28	14,77	9,9	87,14	715,93	4,71403061	2	1	2	1	1	0	2	1	1	1	2	0	2	0	0	2	0	0	0	0	0	0	0	3	0	2	2,712	0,189
551	0	0,07562646	0,51526171	0	0,10135362	0,02050296	0,14251172	0	10	14	36780118,8	S	below HCL	19,4	7,08083333	-1,16	14,79	9,89	86,96	714,56	6,14743925	0	1	2	2	0	0	1	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0,826	0,175
552	0	0,06018486	0,44215493	0	0,00528545	0,03014333	0,16284204	0	4	14	66224530,9	S	below HCL	32,77	7,04666667	-1,38	14,85	9,73	80,5	679,21	6,4031688	1	0	3	1	0	0	3	0	2	0	1	0	3	0	0	0	0	1	0	0	0	0	0	3	0	2	2,9	0,322
554	0	0,09692117	0,51308431	0	0,02483923	0,01001557	0,12871323	0	71	14	31580599,3	S	below HCL	17,13	8,1675	0,08	15,62	6,25	135,19	757,11	4,540477	2	1	2	0	0	0	1	0	2	0	2	0	2	0	0	2	0	2	0	0	0	2	0	2	0	3	0,242	0,348
555	0	0,03375409	0,61376141	0	0,07880146	0,00604003	0,08774189	0	80	14	98377530,6	S	below HCL	14,72	8,1325	0,07	15,58	6,16	134,13	773,64	2,91387451	2	2	2	2	0	1	2	2	2	1	3	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0,172	0,233
558	0	0,03406237	0,51330046	0	0,05248646	0,04981063	0,1034156	0	68	22	55509638,5	N	below HCL	17,38	6,64666667	-1,95	14,87	8,59	101,59	760,65	4,04603075	1	2	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	0,594	0,271
559	0	0,03598506	0,56141543	0	0,10643822	0,08840193	0,06017584	0	87	14	29942365,8	S	below HCL	12,62	8,51	1,3	15,61	6,65	152,99	1247,26	7,00932785	0	0	0	2	0	0	0	1	1	3	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0,136	0,221
562	0	0,11862074	0,09396309	0	0	0,0035902	0,03822854	0	118	14	30116673,6	S	below HCL	19,94	8,23166667	0,95	15,43	10,25	92,11	813,5	6,58288385	2	2	1	0	0	0	0	0	1	0	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	2,936	0,173
563	0	0,04239814	0,67943682	0	0,06155433	0,00632214	0,08458191	0	86	14	17454091,7	S	above HCL	14,84	8,4075	0,89	15,37	10,79	110,15	811,92	3,42404908	1	1	2	2	0	0	2	0	2	1	2	0	1	2	0	2	0	0	0	0	0	0	0	3	0	1	0,205	0,273
566	0	0,05740485	0,65252667	0	0,00637563	0,00963056	0,09595825	0	89	14	18625612,2	S	above HCL	14,99	8,335	0,7	15,11	10,92	130,66	823,48	2,99566728	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0,136	0,291
567	0	0,07164968	0,39683183	0	0,23805847	0,00123034	0,05915634	0	3	14	23877347,3	S	below HCL	14,74	7,39083333	-0,87	15,19	6,48	108,96	676,48	4,60738428	2	2	2	1	1	0	2	0	1	2	2	0	1	0	0	2	0	0	0	0	0	0	0	3	0	1	1,385	0,047
568	0	0,09434862	0,21070682	0	0,0088298	0,01213003	0,08636136	0	8	14	68027963,5	S	below HCL	27,1	7,18666667	-1,26	15,11	6,2	106,45	660,52	2,87634698	1	1	2	1	0	0	1	0	2	0	2	0	1	0	0	2	2	1	0	0	0	0	0	3	0	0	4,886	0,133
569	0	0,11703126	0,45056781	0	0,02419841	0,01224701	0,17002281	0	12	14	15157968,7	S	below HCL	29	7,18416667	-1,5	15,21	5,8	113,22	682,14	7,37477073	0	1	3	1	0	0	2	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1,64	0,326
570	0	0,07213318	0,52765217	0	0,03545975	0,00944742	0,18365544	0	21	14	24237163,4	S	below HCL	18,46	8,345	0,35	15,7	6,42	136,71	734,97	6,41193467	1	1	1	2	3	0	3	0	2	2	1	1	0	1	0	1	0	1	0	2	0	3	0	0	0	1	0,291	0,296
572	0	0,0504474	0,51576778	0	0,09021167	0,00675142	0,10752495	0	113	14	429041109	S	below HCL	10,83	7,6775	-0,21	15,14	5,75	129,71	771,85	2,8093971	1	1	2	1	0	0	1	0	2	0	3	0	1	1	0	2	1	0	0	0	0	0	0	0	0	2	0,374	0,078
580	0	0,01357672	0,68559597	0	0,07671402	0,02160551	0,06635634	0	49	14	53591240,9	S	below HCL	14,68	7,81416667	0,09	15,51	9,88	160,04	912,43	4,5635674	1	0	1	2	0	0	2	0	2	0	2	0	1	0	0	2	0	0	0	0	0	0	0	2	0	2	0,156	0,254
581	0	0,05986206	0,52372145	0	0,04318715	0,0309316	0,05742832	0	6	14	32049688,4	S	below HCL	21,38	8,22083333	0,44	15,96	10,52	151,24	844,39	13,6430685	0	2	1	2	0	0	1	0	2	0	1	0	1	0	0	1	0	0	0	0	2	0	0	2	0	0	0,397	0,398
582	0,00117104	0,01392781	0,25008551	0	0,00197749	0,0069278	0,04792438	0	4	14	57838389,6	S	below HCL	26,04	8,0825	0,36	15,67	10,55	142,75	802,78	3,62739231	1	0	2	0	1	3	2	0	1	0	1	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0,697	0,43
583	0	0,01681021	0,60514058	0	0,11951369	0,01587982	0,04403753	0	25	14	60301677,9	S	below HCL	17,57	7,81833333	0,07	15,47	5,86	127,49	911,01	7,05190839	1	0	2	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0,266	0,28
584	0	0,04595704	0,47804165	0	0,11248392	0,01134812	0,08097525	0	39	14	97345613,4	S	below HCL	18,26	7,795	-0,1	15,58	10,03	148,83	853,65	5,62075314	1	1	2	0	1	2	1	0	1	0	2	0	1	1	1	2	2	1	0	0	2	0	0	2	0	0	0,438	0,27
585	0	0,11239473	0,45413084	0	0,08439375	0,01208551	0,15712893	0,00017493	8	14	91905500,6	S	below HCL	16,39	8,84	1,37	15,46	7,64	117,95	689,72	4,15083551	1	1	1	2	1	0	2	1	3	1	1	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0,303	0,134
587	0	0,12238734	0,46645072	0	0,03463152	0,00158324	0,20661738	0	46	14	40660208	S	below HCL	14,78	8,42916667	0,99	15,14	11,56	106,48	764,16	7,65258706	0	1	2	1	0	0	2	1	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0,296	0,183
589	0	0,00314892	0,64254753	0	0,01033585	0,06819003	0,06289122	0	2	14	33741766,8	S	below HCL	22,71	8,62833333	1,22	16,23	7,42	91,1	566,79	3,43598925	1	0	2	0	0	0	0	0	1	0	1	0	0	2	1	1	0	3	0	0	0	0	0	0	3	0	3,712	0,089
590	0	0,01005921	0,48942576	0	0,27234664	0,01892814	0,10177149	0	211	22	39267512,5	N	below HCL	5,76	4,095	-5,67	13,84	6,34	162,06	1072,7	6,56196234	1	2	3	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	2	3	0	0	0	2	0	0	0,12	0,038
591	0	0,03075905	0,46539922	0	0,01952211	0,07020598	0,23028058	0	195	22	49073370,4	N	below HCL	10,66	4,26583333	-6,05	14,87	6,42	98,26	903,64	8,28216142	3	1	2	2	0	0	1	0	3	1	1	0	1	1	0	1	0	0	2	3	0	0	0	2	0	0	0,444	0,127
592	6,51764e-5	0,07331873	0,44830572	0	0,06807483	0,01365039	0,22126996	0	31	22	163019130	N	below HCL	11,32	5,335	-3,56	15,14	7,46	185,08	1232,59	7,91880286	1	1	2	1	0	0	1	1	3	0	1	0	1	1	0	0	0	0	2	3	0	0	0	3	0	0	0,12	0,148
593	0	0,05575214	0,45511064	0	0,03582222	0,04000328	0,11435149	0	2	22	29660359,3	N	below HCL	17,21	5,18583333	-3,2	14,89	7,59	148,72	1191,04	5,7559028	1	1	1	1	1	0	2	2	2	1	0	0	0	1	0	2	1	0	0	0	0	0	0	2	0	3	0,203	0,233
594	0	0,08886548	0,52729197	0	0,02657346	0,07505062	0,11692325	0	43	22	65055515,5	N	below HCL	12,28	4,75333333	-4,02	14,77	7,11	159,44	1276,67	6,12475897	1	1	0	1	3	0	1	1	0	0	2	0	0	1	0	3	0	0	2	3	0	0	0	2	0	0	0,072	0,237
595	0	0,06333591	0,4662564	0	0,05105652	0,08022113	0,10531324	0	4	22	14138742,4	N	below HCL	19,34	5,05916667	-3,42	14,93	7,41	138,35	1161,18	10,7830949	1	1	3	0	2	0	1	1	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0,085	0,405
596	0	0,01968522	0,51558501	0	0,05956881	0,04866486	0,19977848	0	81	22	75018280,7	N	below HCL	11,76	4,08916667	-5,35	14,36	6,39	175,64	1246,33	10,8963664	1	1	2	2	0	0	0	0	3	2	1	0	1	1	0	0	0	0	1	2	0	0	0	3	0	0	0,142	0,207
597	0	0,03108087	0,52270505	0	0,03726012	0,13248555	0,18742172	0	230	22	47909432,5	N	below HCL	10,92	3,90666667	-6,28	14,6	5,93	93,7	877,8	3,77973973	2	1	2	2	0	0	1	1	3	1	1	0	1	2	0	1	0	0	3	2	0	0	0	2	1	0	0,234	0,217
598	0	0,02585301	0,56517407	0	0,09057506	0,05595701	0,09309724	0	217	22	11627097	N	below HCL	8,08	3,4025	-7,17	14,13	5,57	89,81	862,79	5,9705952	2	1	2	2	0	0	1	1	3	0	1	0	1	1	0	1	0	0	2	2	0	0	0	3	1	0	0,165	0,104
599	0	0,06053756	0,37641869	0	0,04776592	0,02494538	0,26875741	0	123	22	115130278	N	below HCL	13,12	4,25166667	-6,18	14,75	6,42	97,75	883,32	9,11049481	1	1	1	2	1	0	0	0	3	1	1	0	1	2	0	1	1	1	2	3	0	0	0	2	0	0	0,221	0,255
602	0	0,04889333	0,37395306	0	0,02736081	0,01545438	0,07226518	0	24	14	40340549,6	S	below HCL	25,43	8,185	0,42	15,79	10,28	144,2	830,38	4,88920194	1	0	1	0	1	0	2	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0,997	0,432
605	0	0,0673808	0,37458156	0	0,00041571	0,00309707	0,07975583	0	79	14	30068736,3	S	below HCL	23,87	8,2075	0,84	15,4	10,24	119,75	809,29	4,81944157	2	2	0	2	0	0	0	0	2	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1,406	0,465
611	0	0,04758072	0,01078294	0	0	0,00067808	0,03039349	0	71	14	31338396,6	S	above HCL	19,58	9,00166667	1,54	15,5	6,97	74,02	780,74	4,62602715	0	1	2	1	0	0	2	0	2	1	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	3	3,971	0,09
612	0	0,35778079	0,11790677	0	0,00422493	0,01095075	0,09625131	0	60	14	42308363	S	above HCL	20,48	8,9925	1,5	15,59	6,95	68,43	824,07	5,78708243	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1,204	0,225
613	0	0,06933921	0,02276105	0	0,0005626	0,0007244	0,01623016	0,00330421	34	14	169968642	S	below HCL	19,55	9,35166667	1,97	15,88	7,37	67,61	765,89	4,12289375	2	1	1	1	0	0	1	0	1	0	1	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	3,876	0,076
614	0	0,08910164	0,49288578	0	0,0564826	0,00721774	0,13218264	0	92	14	48684528	S	below HCL	15,19	8,00333333	0,57	15,36	10,12	137,43	931,14	2,65034729	2	1	2	0	1	0	0	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0,197	0,338
616	0	0,00979332	0,00994435	0	0,00179717	0,00068933	0,00693562	3,26739e-5	18	14	25387134,9	S	below HCL	19,22	9,485	2,06	16,05	7,47	71,61	724,59	5,3755532	2	0	2	1	2	0	1	0	1	0	2	0	0	0	0	3	1	2	0	0	0	0	0	0	0	2	4,455	0,056
620	0	0,08286642	0,65707427	0	0,05451666	0,00509413	0,16451876	0	62	14	19753134,8	S	below HCL	15,55	8,375	0,8	15,14	10,95	125,35	825,99	7,25534426	1	1	1	2	0	0	1	0	2	2	2	2	1	0	0	2	0	0	0	2	0	1	0	0	2	2	0,156	0,288
621	0	0,0629761	0,68480333	0	0,06007179	0,00307219	0,09747582	0	98	14	20954094,9	S	above HCL	17,8	8,3975	0,74	15,26	6,75	127,14	822,1	12,0091458	1	1	2	2	0	0	2	0	2	2	2	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0,205	0,451
622	0	0,06713013	0,62236335	0	0,05404193	0,00320605	0,13921761	0	70	14	29826378,7	S	above HCL	16,53	8,33583333	0,73	15,18	10,82	125,44	848,11	8,31862603	2	1	1	1	0	0	2	0	1	3	1	0	1	0	0	1	0	2	2	0	0	0	0	2	0	0	0,176	0,322
627	0	0,10677393	0,43413647	0	0,00345579	0,00729019	0,03842832	0	134	14	53895125,1	S	above HCL	14	8,0625	0,72	15,11	6,27	136,64	1258,1	8,63482788	0	1	0	2	0	0	0	1	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0,482	0,209
628	0	0,10040642	0,62542094	0	0,00827759	0,01233583	0,05071857	0	89	14	53759583,8	S	above HCL	13,54	8,31	0,98	15,3	6,53	137,22	1240,2	2,56075086	0	1	1	2	0	0	1	0	2	1	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0,205	0,241
629	0,00239424	0,11147404	0,07332677	0	0,00137852	0,00122106	0,03858951	0	0	14	26104335,7	S	below HCL	24,17	9,19583333	2,31	16,02	7,77	148,14	1046,47	1,51720274	0	0	2	1	1	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1,456	0,227
630	0	0,06088373	0,44657703	0	0,1717371	0,00112606	0,08687213	0	8	14	24978400,8	S	below HCL	13,97	8,465	0,58	15,95	10,6	116,33	858,87	6,10949252	1	2	1	2	1	0	3	1	1	0	3	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	0,334	0,105
631	0	0,0410003	0,59206421	0	0,07385044	0,00481461	0,09612811	0	106	14	102577036	S	below HCL	12,85	7,81833333	-0,07	15,18	5,87	109,85	729,02	4,89927881	1	2	2	2	2	0	1	1	2	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0,305	0,144
633	0,00248945	0,20950364	0,31131736	0	0,0047945	0,00815987	0,17224441	0	3	14	13557206,7	S	below HCL	16,56	8,79916667	2,12	15,64	7,37	205,12	1270,93	5,88340044	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	0	1	0,371	0,2
636	0	0,02415081	0,62693893	0	0,07674987	0,03015473	0,07372364	0	46	14	110443879	S	below HCL	17,05	7,67	-0,13	15,42	9,79	149,13	871,71	6,34392504	1	0	2	2	0	0	1	0	2	0	1	0	1	0	0	1	0	1	0	0	0	0	0	3	0	0	0,221	0,314
637	0	0,07873892	0,46347889	0	0,16941974	0,01722139	0,15181722	0	25	14	33998399,2	S	below HCL	11,22	9,0025	2,13	15,96	7,45	210,37	1415,54	10,1869263	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0,169	0,094
638	0	0,06299791	0,43623509	0	0,20768788	0,0143821	0,16743107	0	68	14	27932539,3	S	below HCL	11,08	8,35166667	1,26	15,43	6,61	191,81	1364,43	6,84988237	0	0	2	1	0	0	0	1	2	0	1	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0,197	0,116
639	0	0,02825024	0,65920907	0	0,13354854	0,00396128	0,0866614	0	96	14	18116072,5	S	above HCL	11,23	8,22166667	0,73	15,09	6,27	92,97	817,22	6,09081958	0	2	2	2	0	0	2	2	2	2	2	1	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0,088	0,141
640	0	0,07571554	0,60507807	0	0,00579209	0,00403411	0,09794807	0	45	14	33774497	S	below HCL	20,58	8,50916667	1,06	15,4	6,47	82,17	786,58	3,27110612	0	1	2	1	0	0	1	0	2	1	1	0	0	0	0	1	3	0	2	0	0	0	0	2	0	1	0,122	0,584
645	0	0,21313066	0,25001442	0	0,08992327	0,01375258	0,11969254	0	30	14	56443958,1	S	below HCL	24,74	8,57666667	1,12	15,5	6,64	79,99	760,08	6,21119484	1	0	2	2	0	0	1	0	2	1	2	1	2	0	0	1	0	0	2	0	0	0	0	2	0	0	0,424	0,571
647	0	0,03035605	0,65515709	0	0,02054521	0,0322505	0,06443786	0	83	14	47365044,1	S	above HCL	18,83	8,16083333	0,66	15,11	6,02	82,34	830,01	4,23772613	1	1	1	2	0	0	2	2	2	1	2	1	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0,02	0,738
651	0	0,19857608	0,55283151	0	0,00672651	0,03464824	0,05764814	0	52	14	25737718,9	S	below HCL	15,7	8,91083333	1,55	15,65	6,94	84,98	1075,69	4,5028648	1	1	3	0	0	0	1	0	1	0	2	0	1	0	0	2	0	0	3	0	0	0	0	0	0	2	0,094	0,374
652	0	0,14825498	0,57424906	0	0,02120823	0,0390527	0,06757892	0	54	14	24962063,5	S	below HCL	15,11	8,51	1,14	15,34	6,55	111,59	1300,82	4,93170486	0	0	2	2	0	0	2	0	2	2	2	0	1	1	0	0	0	0	0	2	0	0	0	0	2	2	0,207	0,276
653	0	0,06529532	0,62818641	0	0,01039418	0,06073673	0,08835621	0	127	14	15333103,7	S	above HCL	13,78	8,24833333	0,86	15,11	6,31	95,03	1185,64	5,86178313	1	0	2	2	0	0	2	0	2	2	2	0	2	1	0	1	0	0	0	0	0	0	0	2	0	2	-0,018	0,51
655	0	0,20551263	0,28726558	0	0,01759573	0,00076337	0,10406625	0	7	14	16374707,6	S	below HCL	15,66	8,2975	1,46	15,44	6,57	190,85	1215,55	5,17657038	0	1	2	0	1	0	1	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0,36	0,173
656	0	0,01877341	0,63697522	0	0,11573508	0,02773016	0,08463019	0	15	14	39036133,6	S	below HCL	10,96	8,69833333	1,94	15,74	7,08	210,3	1319,52	14,6534599	0	1	1	0	1	0	1	2	1	0	2	0	0	0	0	3	0	2	0	0	0	0	0	2	0	2	0,085	0,111
658	0	0,0338154	0,61600158	0	0,03948675	0,05551497	0,0459041	0	79	14	50634079,7	S	above HCL	13,47	7,97666667	0,72	14,87	6,13	159,37	1337,93	7,39245517	1	0	1	2	0	0	1	0	2	2	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0,084	0,3
659	0	0,0811298	0,64433957	0	0,04861847	0,05240019	0,05012892	0	112	14	90860582	S	above HCL	14,49	8,16583333	0,82	15,14	6,26	108,72	1203,21	12,2805342	0	0	2	2	0	0	2	0	2	2	2	0	1	1	0	2	0	0	0	3	0	0	0	0	0	0	0,081	0,428
660	0	0,13857046	0,19105855	0	0,00378529	0,01782898	0,14013597	0	7	14	28234263,1	S	below HCL	15,6	9,10916667	2,33	16,07	7,56	207,19	1316,67	5,74131319	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0,457	0,142
662	0,04214087	0,12555076	0,26354598	0	0,00352867	0,00374921	0,06417559	0	2	14	31173230,4	S	below HCL	18,23	8,78166667	2,11	15,63	10,96	189,26	1229,69	1,39166763	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0,263	0,29
664	0,00018126	0,03666603	0,5861692	0	0,08226264	0,01047798	0,04511226	0	24	14	124128356	S	below HCL	16,15	7,3975	-0,74	15,45	5,63	125,19	812,96	6,08311469	1	1	2	0	2	0	1	2	0	0	2	0	0	1	0	2	0	1	2	0	2	2	0	3	0	0	0,435	0,162
666	0	0,17002331	0,50667858	0	0,05691025	0,02584735	0,06353867	0	13	14	84405275,2	S	below HCL	14,52	8,97916667	1,7	15,93	7,17	150,46	1275,4	10,6330798	1	0	2	2	0	0	2	0	2	2	1	0	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0,116	0,206
667	0	0,35432396	0,33291803	0	0,0398911	0,00920835	0,05721995	0	23	14	20038933,1	S	below HCL	14,84	8,6575	1,59	15,6	6,94	192,05	1455,6	5,64834968	1	1	2	2	1	0	1	0	2	1	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0,091	0,249
669	0	0,09502207	0,52865828	0	0,01599036	0,05535345	0,11655475	0	22	14	26578517	S	below HCL	15,22	8,54666667	1,86	15,76	10,68	249,61	1475,98	21,4655173	0	0	2	2	0	0	1	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0,086	0,325
671	0	0,0194232	0,63758932	0	0,03236937	0,047379	0,08781784	0	70	14	25108171	S	below HCL	11,93	8,06583333	1,37	15,24	10,1	254,37	1504,25	16,8844034	1	0	2	2	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0,032	0,306
673	0	0,08081488	0,3880391	0	0,05693684	0,04277068	0,12232581	0	55	14	300277406	S	below HCL	14,15	8,04333333	1,22	15,32	6,19	167,09	1298,38	5,50331393	1	0	1	3	0	0	1	0	2	2	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0,153	0,267
675	0	0,07240601	0,52931716	0	0,10585528	0,02777439	0,09733565	0	17	14	46993244,2	S	below HCL	14,11	9,06833333	2,22	15,87	7,69	179,75	1242,16	4,31555806	1	1	2	2	2	0	1	1	2	2	2	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0,189	0,177
677	0	0,13112506	0,04942983	0	0	0,00147151	0,02885065	0	5	14	55215430,7	S	below HCL	23,64	9,22666667	1,93	16,05	7,35	99,69	976,7	6,55282759	1	2	2	2	2	0	1	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1,552	0,199
678	0	0,08634045	0,5151506	0	0,04236762	0,005235	0,08923673	0	111	14	55022964,5	S	below HCL	10,88	7,44333333	-0,33	14,71	5,55	97,29	722,92	3,41234732	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3	1	1	2	0	0	0	0	2	0	1	0,591	0,062
679	0	0,03807741	0,5867471	0	0,11391202	0,00050605	0,11521109	0	155	14	55577898,6	S	above HCL	7,17	7,60333333	-0,21	14,95	9,67	97,86	748,07	3,04455173	0	0	2	0	0	0	2	0	1	0	2	0	1	0	0	2	2	0	0	3	0	0	0	0	0	0	0,222	0,036
680	0	0,04617062	0,59813889	0	0,00208135	0,00336437	0,10757172	0	15	14	19134333,3	S	below HCL	15,83	8,15833333	1,3	15,58	2,29	111,49	1118,17	16,9368085	1	1	2	2	0	0	1	1	3	2	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0,284	0,242
681	0	0,03031658	0,60526869	0	0,01643869	0,00122667	0,11393707	0	4	14	21986220	S	below HCL	16,19	8,17416667	1,5	15,42	2,45	119,06	1173,13	10,2155294	1	1	1	2	1	0	2	1	2	2	1	0	2	0	0	3	0	0	0	0	0	0	0	3	0	0	0,172	0,277
683	0	0,16402907	0,35120859	0	0,13394236	0,00994419	0,08637743	0	140	14	23256273,2	S	above HCL	11,89	7,8975	0,57	14,94	6,03	106,71	1079,72	6,2911921	0	0	1	1	0	0	0	0	1	2	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0,199	0,173
684	0	0,05510274	0,56650321	0	0,12897825	0,00909261	0,10117681	0	55	14	24058009,7	S	below HCL	12,2	8,57166667	1,51	15,61	6,79	151,07	1172,87	3,51477319	0	1	2	0	0	0	1	2	1	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0,216	0,137
685	0	0,04329523	0,55111774	0	0,15436392	0,02370045	0,09638846	0	62	14	110235713	S	below HCL	10	8,08416667	0,93	15,21	6,33	147,34	1181,78	13,5909658	0	0	1	3	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0,076	0,114
686	0	0,03633467	0,64301706	0	0,01224075	0,00430628	0,0876646	0	105	14	34927128,1	S	below HCL	15,13	7,94833333	0,01	15,43	5,99	112,43	734,67	2,58277521	0	1	2	2	0	0	1	1	2	2	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0,115	0,339
687	0	0,16697186	0,3443701	0	0	0,01319804	0,17013377	0	8	14	18610712,7	S	below HCL	15,94	8,09333333	1,3	15,37	6,36	184,74	1311,72	7,2533545	0	1	1	0	1	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0,391	0,183
689	0	0,03559348	0,52903575	0	0,05525927	0,01709688	0,10932572	0	3	14	34643511,8	S	below HCL	19,69	8,38583333	0,6	15,97	10,96	99,41	704,22	2,70049337	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	2	0,187	0,355
690	0,00015154	0,07902431	0,39092978	0	0,12422374	0,00306446	0,0921186	0	85	14	185595758	S	below HCL	12,78	7,965	0,2	15,43	6,02	98,79	718,48	6,48955579	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	2	0	2	0,946	0,069
691	0	0,0268797	0,56891919	0	0,04535695	0,00788817	0,08821532	0	3	14	33594630,5	S	below HCL	23,08	8,35333333	0,55	15,96	10,86	109,33	722,63	6,56611798	1	1	2	1	2	0	1	0	1	1	2	0	1	0	0	1	0	2	0	0	0	0	0	0	0	2	0,22	0,437
692	0	0,01358479	0,61756387	0	0,19432393	0,00157414	0,06263909	0	72	14	15087565,4	S	below HCL	14,77	7,89	0,12	15,44	6,13	117,8	791,56	5,97981701	0	1	2	1	0	0	2	0	2	0	2	0	1	1	0	2	0	0	0	0	0	0	0	3	0	0	0,193	0,245
694	0,00222261	0,03968255	0,48736993	0	0	0,00052427	0,04467882	0	1	14	16309681	S	below HCL	26,58	8,26583333	0,45	15,93	10,76	111,93	719,57	4,14449925	2	0	0	0	3	2	2	0	0	0	2	0	1	0	0	3	0	2	0	0	0	0	0	0	0	3	0,333	0,716
